UID,MID,发布时间,微博内容,微博链接,发布者昵称,发布来源,主页链接,转发数,评论数,点赞数,博主昵称,性别,个人签名,粉丝数,关注数,所属IP地址,微博数,是否认证,头像链接,媒体类型,log10,认证类型
1766398370	,4853066698593239	,2023-01-01 11:45:00,记得每天多吃水果哦【💥48.9】农夫山泉农夫鲜果纽荷尔脐橙3kg单果65-80mm的，自然成熟采摘的！脐橙外形圆润，表皮光滑，口感多汁，入口即化，香味很浓郁喜欢吃脐橙的姐妹可以入一波啦，自己吃送人都是可以的,https://weibo.com/1766398370/MmgvrA3uD?refer_flag=1001030103_,大可拱白菜,微博 weibo.com,https://weibo.com/1766398370?refer_flag=1001030103_,0,4,29,大可拱白菜,女,一个可爱的可。用心 真心❤️,1102483,105,海外 其他,742312,True,"https://tvax3.sinaimg.cn/crop.0.0.512.512.180/694919a2ly8hkslsr8tv4j20e80e8dgg.jpg?KID=imgbed,tva&Expires=1710136328&ssig=OFV8ZDTeCj",公共媒体,6.042371901483991,微博个人认证(红V)
7542548951	,4853066640133979	,2023-01-01 11:00:00,#好水旺财兔年吉祥#发现农夫山泉已经连续8年春节前夕推出“限量”且“只送不卖”的生肖版玻璃瓶水了。最近新推出的金兔水，设计真的也堪称一绝，有着媲美奢侈品大牌质感，农夫山泉通过用瓶身展现长白山的生态文化，把大自然与动物的奇妙关系凝结在瓶身之中，瓶身上的兔子图案细腻逼真，既精致又有内涵，高级感满满！限量十万套，参与方式是无门槛的小程序抽奖，微信搜索小程序“好水旺财兔年吉祥”就可以参与，心动时刻！#农夫山泉生肖典藏#是真的好好看，都来抽！收起d,https://weibo.com/5749767678/Mmgd0hlFM?refer_flag=1001030103_,温柔且珍,微博  weibo.com,https://weibo.com/7542548951?refer_flag=1001030103_,0,0,0,温柔且珍,女,做人就要坦坦荡荡的，不要走捷径，做最好的自己,54,428,辽宁 铁岭,14757,False,"https://tvax1.sinaimg.cn/crop.0.0.1000.1000.180/008erLxlly8ha4q3uvtkdj30rs0rsdgt.jpg?KID=imgbed,tva&Expires=1710136329&ssig=2%2BMGJ1hx3Y",nan,nan,无认证
5316269104	,4853066631217329	,2023-01-01 11:00:00,#好水旺财兔年吉祥#发现农夫山泉已经连续8年春节前夕推出“限量”且“只送不卖”的生肖版玻璃瓶水了。最近新推出的金兔水，设计真的也堪称一绝，有着媲美奢侈品大牌质感，农夫山泉通过用瓶身展现长白山的生态文化，把大自然与动物的奇妙关系凝结在瓶身之中，瓶身上的兔子图案细腻逼真，既精致又有内涵，高级感满满！限量十万套，参与方式是无门槛的小程序抽奖，微信搜索小程序“好水旺财兔年吉祥”就可以参与，心动时刻！#农夫山泉生肖典藏#是真的好好看，都来抽！收起d,https://weibo.com/5749767678/Mmgd0hlFM?refer_flag=1001030103_,顾辞辞promise,微博  weibo.com,https://weibo.com/5316269104?refer_flag=1001030103_,0,0,0,顾辞辞promise,女,自由是灵魂的氧气,234,402,安徽 合肥,14854,True,"https://tvax4.sinaimg.cn/crop.0.0.1080.1080.180/005NMwrSly8hmcpcw1n66j30u00u0q5n.jpg?KID=imgbed,tva&Expires=1710136330&ssig=LKMVuheJVh",nan,nan,微博个人认证(黄V)
3163946105	,4853066609989524	,2023-01-01 11:45:00,我能不能拥有啊@农夫山泉,https://weibo.com/3163946105/MmgviFUJm?refer_flag=1001030103_,Auditsign,NULL,https://weibo.com/3163946105?refer_flag=1001030103_,0,0,0,Auditsign,女,いちごいちえ,1023,284,其他,7138,True,"https://tvax4.sinaimg.cn/crop.0.0.960.960.180/bc95fc79ly8fztqp0kiwej20qo0qo76e.jpg?KID=imgbed,tva&Expires=1710136330&ssig=A0g0KYLhbY",nan,nan,微博个人认证(黄V)
5487752312	,4853066601859230	,2023-01-01 11:00:00,#好水旺财兔年吉祥#发现农夫山泉已经连续8年春节前夕推出“限量”且“只送不卖”的生肖版玻璃瓶水了。最近新推出的金兔水，设计真的也堪称一绝，有着媲美奢侈品大牌质感，农夫山泉通过用瓶身展现长白山的生态文化，把大自然与动物的奇妙关系凝结在瓶身之中，瓶身上的兔子图案细腻逼真，既精致又有内涵，高级感满满！限量十万套，参与方式是无门槛的小程序抽奖，微信搜索小程序“好水旺财兔年吉祥”就可以参与，心动时刻！#农夫山泉生肖典藏#是真的好好看，都来抽！收起d,https://weibo.com/5749767678/Mmgd0hlFM?refer_flag=1001030103_,Roger666888,微博  weibo.com,https://weibo.com/5487752312?refer_flag=1001030103_,0,0,0,Roger666888,男,,41,1065,其他,9251,False,"https://tvax1.sinaimg.cn/crop.0.0.1080.1080.180/005Zo344ly8h0a6omy36oj30u00u0q4p.jpg?KID=imgbed,tva&Expires=1710136331&ssig=fl1eZiy1W7",nan,nan,无认证
6303155223	,4853066426230055	,2023-01-01 11:00:00,#好水旺财兔年吉祥#发现农夫山泉已经连续8年春节前夕推出“限量”且“只送不卖”的生肖版玻璃瓶水了。最近新推出的金兔水，设计真的也堪称一绝，有着媲美奢侈品大牌质感，农夫山泉通过用瓶身展现长白山的生态文化，把大自然与动物的奇妙关系凝结在瓶身之中，瓶身上的兔子图案细腻逼真，既精致又有内涵，高级感满满！限量十万套，参与方式是无门槛的小程序抽奖，微信搜索小程序“好水旺财兔年吉祥”就可以参与，心动时刻！#农夫山泉生肖典藏#是真的好好看，都来抽！收起d,https://weibo.com/5749767678/Mmgd0hlFM?refer_flag=1001030103_,100万给我,微博  weibo.com,https://weibo.com/6303155223?refer_flag=1001030103_,0,0,0,100万给我,女,没有好日子,209,1044,海外,33824,False,"https://tvax3.sinaimg.cn/crop.0.0.1080.1080.180/006SzoBVly8hctbje0652j30u00u0goe.jpg?KID=imgbed,tva&Expires=1710136332&ssig=kX%2BD0r%2Fzri",nan,nan,无认证
5951225554	,4853066354144743	,2023-01-01 11:00:00,#好水旺财兔年吉祥#发现农夫山泉已经连续8年春节前夕推出“限量”且“只送不卖”的生肖版玻璃瓶水了。最近新推出的金兔水，设计真的也堪称一绝，有着媲美奢侈品大牌质感，农夫山泉通过用瓶身展现长白山的生态文化，把大自然与动物的奇妙关系凝结在瓶身之中，瓶身上的兔子图案细腻逼真，既精致又有内涵，高级感满满！限量十万套，参与方式是无门槛的小程序抽奖，微信搜索小程序“好水旺财兔年吉祥”就可以参与，心动时刻！#农夫山泉生肖典藏#是真的好好看，都来抽！收起d,https://weibo.com/5749767678/Mmgd0hlFM?refer_flag=1001030103_,鄭曉曉莉,微博  weibo.com,https://weibo.com/5951225554?refer_flag=1001030103_,0,0,0,鄭曉曉莉,女,,211,937,福建 福州,16153,False,"https://tvax4.sinaimg.cn/crop.0.0.996.996.180/006uKJCWly8fhxtclcbh2j30ro0ro402.jpg?KID=imgbed,tva&Expires=1710136333&ssig=BHBO8kgnYW",nan,nan,无认证
3927904244	,4853066014132125	,2023-01-01 11:42:00,【48.9】农夫山泉纽荷尔赣南脐橙3KG正宗赣南脐橙，现摘现发，皮薄汁多，细腻无渣，吃脐橙就得吃赣南脐橙~,https://weibo.com/3927904244/MmgulhkXb?refer_flag=1001030103_,M大肉,微博 weibo.com,https://weibo.com/3927904244?refer_flag=1001030103_,0,1,0,M大肉,女,认真分享好物,448849,222,福建 厦门,853999,True,"https://tvax1.sinaimg.cn/crop.0.0.690.690.180/ea1f0ff4ly8gxd4mkwqsgj20j60j6abd.jpg?KID=imgbed,tva&Expires=1710136334&ssig=R350%2FEY6Fg",公共媒体,5.652100261946854,微博个人认证(黄V)
2253566775	,4853065960397317	,2023-01-01 11:42:00,【48.9】农夫山泉纽荷尔赣南脐橙3KG正宗赣南脐橙，现摘现发，皮薄汁多，细腻无渣，吃脐橙就得吃赣南脐橙~,https://weibo.com/2253566775/Mmgug1Fml?refer_flag=1001030103_,白菜坑,微博 weibo.com,https://weibo.com/2253566775?refer_flag=1001030103_,0,19,44,白菜坑,男,合作q249654197 自从入了白菜坑，你的快递就不会停了,2223161,366,北京 海淀区,1071366,False,"https://tvax1.sinaimg.cn/crop.0.0.512.512.180/8652b337ly8h938mllxu5j20e80e8jro.jpg?KID=imgbed,tva&Expires=1710136334&ssig=zIQDxXq%2B9N",公共媒体,6.346970915186481,无认证
7626324267	,4853065855275657	,2023-01-01 11:14:00,#梁朝伟王一博无名定档海报#｜#叶秘大年初一见#💚真是太惊喜了，大年初一见了，我们最好的一博，最温暖的一博，宝贝王一博，新年快乐吖，2023年越来越好，平安喜乐！@UNIQ-王一博💚L鱼儿吃葡萄的微博视频,https://weibo.com/5908014948/Mmgj1fkhv?refer_flag=1001030103_,一啵鱼儿,王一博超话,https://weibo.com/7626324267?refer_flag=1001030103_,0,0,0,一啵鱼儿,女,啵啵平安喜乐,1196,304,重庆,5139,False,"https://tvax1.sinaimg.cn/crop.0.0.1080.1080.180/008k7hk7ly8gxzldha4zsj30u00u0ta9.jpg?KID=imgbed,tva&Expires=1710136335&ssig=1GcKkda41b",nan,nan,无认证
7209015629	,4853065351430191	,2023-01-01 11:40:00,PDD【37.90】农夫山泉.纽橙子3KG，果径65-80mm的，需5人拼团,https://weibo.com/7209015629/Mmgth603B?refer_flag=1001030103_,种草有意思,微博 weibo.com,https://weibo.com/7209015629?refer_flag=1001030103_,0,1,0,种草有意思,女,分享有意思的东西,101898,15,上海,160968,False,"https://tvax3.sinaimg.cn/crop.0.0.1080.1080.180/007RSihDly8g4t1v62jdaj30u00u0q55.jpg?KID=imgbed,tva&Expires=1710136336&ssig=HavLEAipd%2B",公共媒体,5.0081656599879,无认证
6419394140	,4853065347760534	,2023-01-01 11:40:00,PDD【37.90】农夫山泉.纽橙子3KG，果径65-80mm的，需5人拼团,https://weibo.com/6419394140/MmgtgwyRU?refer_flag=1001030103_,种草的小天使,微博 weibo.com,https://weibo.com/6419394140?refer_flag=1001030103_,0,1,3,种草的小天使,女,养猫的种草小天使,683580,94,江苏,175071,False,"https://tvax3.sinaimg.cn/crop.0.0.300.300.180/0070r7Faly8fvzhpb18ymg308c08caa5.gif?KID=imgbed,tva&Expires=1710136337&ssig=WfFOlbu2Fj",公共媒体,5.834789347763296,无认证
5173965014	,4853065339902691	,2023-01-01 11:40:00,PDD【37.90】农夫山泉.纽橙子3KG，果径65-80mm的，需5人拼团,https://weibo.com/5173965014/MmgtfFy8P?refer_flag=1001030103_,券白白,微博 weibo.com,https://weibo.com/5173965014?refer_flag=1001030103_,0,1,0,券白白,女,一个害羞的白菜博主(⺣◡⺣)♡,85478,90,江苏 南京,214249,False,"https://tvax2.sinaimg.cn/crop.0.0.100.100.180/005E9qECly8flxkizhc9ej302s02saa3.jpg?KID=imgbed,tva&Expires=1710136337&ssig=VaFUDJTmdA",公共媒体,4.931854352060992,无认证
5065330846	,4853065339634897	,2023-01-01 11:40:00,PDD【37.90】农夫山泉.纽橙子3KG，果径65-80mm的，需5人拼团,https://weibo.com/5065330846/MmgtfEqtz?refer_flag=1001030103_,miyijia测试君,微博 weibo.com,https://weibo.com/5065330846?refer_flag=1001030103_,0,1,0,miyijia测试君,女,养了2只猫的测试君,877392,129,江苏 南京,238984,True,"https://tva2.sinaimg.cn/crop.128.128.384.384.180/005wNBWCjw1f3wfhy1u1jj30hs0hsaad.jpg?KID=imgbed,tva&Expires=1710136338&ssig=1IvKdwzwRj",公共媒体,5.943193670219719,微博个人认证(黄V)
1904377343	,4853064467221521	,2023-01-01 11:36:00,【拼多多】拼团专贴5人团维达细韧3层100抽24包【24.9】【5人团】维达细韧抽纸3层100抽24包家用面巾纸卫生纸餐巾纸整箱农夫山泉纽荷尔脐橙3KG【37.9】【5人团】农夫山泉纽橙子3KG多规格超甜纽荷尔脐橙新鲜水果批发整箱礼盒可口可乐330ml*24【36.9】【5人团】可口可乐/雪碧/芬达/零度无糖330ml*24摩登罐装碳酸饮料冰糖心丑苹果净重4.5斤【17.9】【5人团】万荣苹果纸加膜红富士苹果净重4.5斤80mm冰糖心丑苹果好时巧克力500g【39】【5人团】好时巧克力500g水滴巧克奶香白巧黑巧巴旦木巧克力【3天内发货】,https://weibo.com/1904377343/MmgrQuiE9?refer_flag=1001030103_,屁屁妈是Me,屁屁妈是Me的小店,https://weibo.com/1904377343?refer_flag=1001030103_,0,0,0,屁屁妈是Me,女,薅社会主义的羊毛,126059,342,广东 深圳,410605,False,"https://tvax1.sinaimg.cn/crop.0.0.995.995.180/71827dffly8h0ow4fz6kfj20rn0rnta8.jpg?KID=imgbed,tva&Expires=1710136339&ssig=GTc53tfuPI",公共媒体,5.100573857634872,无认证
1973952924	,4853064417150430	,2023-01-01 11:36:00,【37.9】农夫山泉，纽橙子3KG，果径65-80mm的，拼夕夕的活动，需5人拼团，评论区可留言互助！,https://weibo.com/1973952924/MmgrLu09w?refer_flag=1001030103_,狗头券师,微博网页版,https://weibo.com/1973952924?refer_flag=1001030103_,0,2,13,狗头券师,男,现就读于蓝翔挖券技术专业（券和购在评论里，扒扒看）,432875,292,山东 济南,273223,True,"https://tvax2.sinaimg.cn/crop.0.0.400.400.180/75a8219cly8gdj9ukzxjrj20b40b4dg2.jpg?KID=imgbed,tva&Expires=1710136340&ssig=cUCHteIgsh",公共媒体,5.636362504557518,微博个人认证(黄V)
7290118011	,4853062873385883	,2023-01-01 11:30:00,PDD【37.90】农夫山泉.纽橙子3KG，果径65-80mm的，需5人拼团,https://weibo.com/7290118011/MmgphecP1?refer_flag=1001030103_,小花花种草,微博 weibo.com,https://weibo.com/7290118011?refer_flag=1001030103_,0,1,0,小花花种草,女,养猫的种草君,96000,44,上海,144380,False,"https://tvax4.sinaimg.cn/crop.0.0.512.512.180/007XmAIzly8gc1kfgfe79j30e80e80sv.jpg?KID=imgbed,tva&Expires=1710136341&ssig=C0jjUsalTK",公共媒体,4.982271233039568,无认证
6613366367	,4853061723883911	,2023-01-01 11:00:00,#好水旺财兔年吉祥#发现农夫山泉已经连续8年春节前夕推出“限量”且“只送不卖”的生肖版玻璃瓶水了。最近新推出的金兔水，设计真的也堪称一绝，有着媲美奢侈品大牌质感，农夫山泉通过用瓶身展现长白山的生态文化，把大自然与动物的奇妙关系凝结在瓶身之中，瓶身上的兔子图案细腻逼真，既精致又有内涵，高级感满满！限量十万套，参与方式是无门槛的小程序抽奖，微信搜索小程序“好水旺财兔年吉祥”就可以参与，心动时刻！#农夫山泉生肖典藏#是真的好好看，都来抽！收起d,https://weibo.com/5749767678/Mmgd0hlFM?refer_flag=1001030103_,数数花花,微博  weibo.com,https://weibo.com/6613366367?refer_flag=1001030103_,0,0,0,数数花花,男,就不介绍!,10,222,安徽,2878,False,"https://tvax1.sinaimg.cn/crop.0.0.1080.1080.180/007dz0Htly8gq2qfvqiezj30u00u0grx.jpg?KID=imgbed,tva&Expires=1710136341&ssig=Y%2F1E62q%2B2y",nan,nan,无认证
7547483702	,4853061695310778	,2023-01-01 11:00:00,#好水旺财兔年吉祥#发现农夫山泉已经连续8年春节前夕推出“限量”且“只送不卖”的生肖版玻璃瓶水了。最近新推出的金兔水，设计真的也堪称一绝，有着媲美奢侈品大牌质感，农夫山泉通过用瓶身展现长白山的生态文化，把大自然与动物的奇妙关系凝结在瓶身之中，瓶身上的兔子图案细腻逼真，既精致又有内涵，高级感满满！限量十万套，参与方式是无门槛的小程序抽奖，微信搜索小程序“好水旺财兔年吉祥”就可以参与，心动时刻！#农夫山泉生肖典藏#是真的好好看，都来抽！收起d,https://weibo.com/5749767678/Mmgd0hlFM?refer_flag=1001030103_,一遇,微博  weibo.com,https://weibo.com/7547483702?refer_flag=1001030103_,0,0,0,一遇,女,日富一日,65,1704,其他,10419,False,"https://tvax1.sinaimg.cn/crop.0.0.1080.1080.180/008eMti6ly8hlpddtwmu0j30u00u0gnm.jpg?KID=imgbed,tva&Expires=1710136342&ssig=rsBR68Fp3x",nan,nan,无认证
7792647133	,4853061480096377	,2023-01-01 11:00:00,#好水旺财兔年吉祥#发现农夫山泉已经连续8年春节前夕推出“限量”且“只送不卖”的生肖版玻璃瓶水了。最近新推出的金兔水，设计真的也堪称一绝，有着媲美奢侈品大牌质感，农夫山泉通过用瓶身展现长白山的生态文化，把大自然与动物的奇妙关系凝结在瓶身之中，瓶身上的兔子图案细腻逼真，既精致又有内涵，高级感满满！限量十万套，参与方式是无门槛的小程序抽奖，微信搜索小程序“好水旺财兔年吉祥”就可以参与，心动时刻！#农夫山泉生肖典藏#是真的好好看，都来抽！收起d,https://weibo.com/5749767678/Mmgd0hlFM?refer_flag=1001030103_,DokiDokiZPY,微博  weibo.com,https://weibo.com/7792647133?refer_flag=1001030103_,0,0,0,DokiDokiZPY,男,,6,160,其他,608,False,"https://tvax1.sinaimg.cn/crop.0.0.1080.1080.180/008vn9uZly8h9do4uv07mj30u00u03zr.jpg?KID=imgbed,tva&Expires=1710136343&ssig=dPeFS1Po4Q",nan,nan,无认证
7789224465	,4853060943746422	,2023-01-01 11:00:00,#好水旺财兔年吉祥#发现农夫山泉已经连续8年春节前夕推出“限量”且“只送不卖”的生肖版玻璃瓶水了。最近新推出的金兔水，设计真的也堪称一绝，有着媲美奢侈品大牌质感，农夫山泉通过用瓶身展现长白山的生态文化，把大自然与动物的奇妙关系凝结在瓶身之中，瓶身上的兔子图案细腻逼真，既精致又有内涵，高级感满满！限量十万套，参与方式是无门槛的小程序抽奖，微信搜索小程序“好水旺财兔年吉祥”就可以参与，心动时刻！#农夫山泉生肖典藏#是真的好好看，都来抽！收起d,https://weibo.com/5749767678/Mmgd0hlFM?refer_flag=1001030103_,yolo_0724_,微博  weibo.com,https://weibo.com/7789224465?refer_flag=1001030103_,0,0,0,yolo_0724_,男,,11,190,其他,1110,False,"https://tvax1.sinaimg.cn/crop.0.0.132.132.180/008v8N6Fly4h62ie0gxqhj303o03oq2p.jpg?KID=imgbed,tva&Expires=1710136343&ssig=khlrofZ7eX",nan,nan,无认证
5096556892	,4853060834165078	,2023-01-01 11:22:00,农夫山泉赣南纽荷尔脐橙🍊,https://weibo.com/5096556892/MmglZhtwG?refer_flag=1001030103_,丸子买买菌,iPhone客户端,https://weibo.com/5096556892?refer_flag=1001030103_,0,1,0,丸子买买菌,女,跟着买就对了,248075,12,海外 其他,295207,False,"https://tvax3.sinaimg.cn/crop.0.0.1080.1080.180/005yUDgwly8g78admc633j30u00u0adb.jpg?KID=imgbed,tva&Expires=1710136344&ssig=ZQrv5EQE02",公共媒体,5.39458300002751,无认证
6264069862	,4853060671378943	,2023-01-01 11:21:00,农夫山泉赣南纽荷尔脐橙🍊,https://weibo.com/6264069862/MmglJ5MJ1?refer_flag=1001030103_,种草小优,iPhone客户端,https://weibo.com/6264069862?refer_flag=1001030103_,0,1,0,种草小优,女,可以叫我优酱喔🧚‍♀️,94952,4,其他,288107,False,"https://tvax1.sinaimg.cn/crop.0.0.1080.1080.180/006PVoISly8g9hx2szncdj30u00u0go2.jpg?KID=imgbed,tva&Expires=1710136345&ssig=5JGu%2FrHdtA",公共媒体,4.977504116833079,无认证
6444216397	,4853060645426539	,2023-01-01 11:00:00,#好水旺财兔年吉祥#发现农夫山泉已经连续8年春节前夕推出“限量”且“只送不卖”的生肖版玻璃瓶水了。最近新推出的金兔水，设计真的也堪称一绝，有着媲美奢侈品大牌质感，农夫山泉通过用瓶身展现长白山的生态文化，把大自然与动物的奇妙关系凝结在瓶身之中，瓶身上的兔子图案细腻逼真，既精致又有内涵，高级感满满！限量十万套，参与方式是无门槛的小程序抽奖，微信搜索小程序“好水旺财兔年吉祥”就可以参与，心动时刻！#农夫山泉生肖典藏#是真的好好看，都来抽！收起d,https://weibo.com/5749767678/Mmgd0hlFM?refer_flag=1001030103_,无敌堆儿,微博  weibo.com,https://weibo.com/6444216397?refer_flag=1001030103_,0,0,0,无敌堆儿,女,,9,305,其他,2350,False,"https://tvax1.sinaimg.cn/crop.0.0.996.996.180/00727h49ly8gof2ly09hvj30ro0roac9.jpg?KID=imgbed,tva&Expires=1710136345&ssig=AzeXRNdZrq",nan,nan,无认证
3292877732	,4853060599553416	,2023-01-01 11:21:00,农夫山泉赣南纽荷尔脐橙六斤48🍊,https://weibo.com/3292877732/MmglBE5hm?refer_flag=1001030103_,宝藏安利菌,iPhone客户端,https://weibo.com/3292877732?refer_flag=1001030103_,0,1,0,宝藏安利菌,女,謝謝關注 .,656069,30,海外 其他,282659,False,"https://tva1.sinaimg.cn/crop.0.0.439.439.180/c44553a4gw1exv3ecmu4fj20c80c8jtf.jpg?KID=imgbed,tva&Expires=1710136346&ssig=its4B3mKl9",公共媒体,5.816949517338144,无认证
7373144679	,4853060424434050	,2023-01-01 11:20:00,PDD【37.90】农夫山泉.纽橙子3KG，果径65-80mm的，需5人拼团,https://weibo.com/7373144679/MmglkiBuW?refer_flag=1001030103_,好吃搜罗队,微博 weibo.com,https://weibo.com/7373144679?refer_flag=1001030103_,0,1,1,好吃搜罗队,女,,94011,71,江苏,89441,False,"https://tvax2.sinaimg.cn/crop.0.0.512.512.180/0082YXKnly8gc1jwtkzh2j30e80e8dg3.jpg?KID=imgbed,tva&Expires=1710136347&ssig=qw4NfU8S0h",公共媒体,4.973178672321012,无认证
7312019524	,4853060411851341	,2023-01-01 11:20:00,PDD【37.90】农夫山泉.纽橙子3KG，果径65-80mm的，需5人拼团,https://weibo.com/7312019524/Mmglj7LCl?refer_flag=1001030103_,小花家的后花园,微博 weibo.com,https://weibo.com/7312019524?refer_flag=1001030103_,0,1,1,小花家的后花园,女,喜欢种草，星座，测试！喜欢一起买买买！,74956,15,上海,143271,False,"https://tvax3.sinaimg.cn/crop.0.0.512.512.180/007YQuiMly8g7faz1rtdpj30e80e8q35.jpg?KID=imgbed,tva&Expires=1710136348&ssig=iwHhDlxHB7",公共媒体,4.874806402529152,无认证
6346667698	,4853060381712849	,2023-01-01 11:20:00,农夫山泉赣南纽荷尔脐橙六斤48🍊,https://weibo.com/6346667698/Mmglg7bAB?refer_flag=1001030103_,种草爱丽丝,NULL,https://weibo.com/6346667698?refer_flag=1001030103_,0,1,0,种草爱丽丝,女,梦想是一夜暴富！！,2134121,34,海外,197075,False,"https://tvax3.sinaimg.cn/crop.0.0.1080.1080.180/006VvYc2ly8gei646ruyzj30u00u0gt4.jpg?KID=imgbed,tva&Expires=1710136349&ssig=QdPBzmNsmY",公共媒体,6.3292190393351975,无认证
7713295805	,4853060372794439	,2023-01-01 11:20:00,农夫山泉赣南纽荷尔脐橙六斤48🍊,https://weibo.com/7713295805/MmglfbIXB?refer_flag=1001030103_,拼夕夕杂货铺,微博 weibo.com,https://weibo.com/7713295805?refer_flag=1001030103_,0,1,0,拼夕夕杂货铺,女,每日分享拼夕夕好价水果零食,26842,130,四川 德阳,49695,False,"https://tvax2.sinaimg.cn/crop.0.0.512.512.180/008q0cARly8h07cljo0skj30e80e8glu.jpg?KID=imgbed,tva&Expires=1710136350&ssig=FUt112wsX6",公共媒体,4.428814872026153,无认证
5239450309	,4853060058230887	,2023-01-01 11:19:00,农夫山泉赣南纽荷尔脐橙六斤48🍊,https://weibo.com/5239450309/MmgkJyxef?refer_flag=1001030103_,暴富小卖部,NULL,https://weibo.com/5239450309?refer_flag=1001030103_,0,1,3,暴富小卖部,女,祝大家都能一夜暴富！！,1612564,74,广东,208850,True,"https://tvax2.sinaimg.cn/crop.0.0.1080.1080.180/005IAcn3ly8hgugwg9hyqj60u00u0wg202.jpg?KID=imgbed,tva&Expires=1710136350&ssig=9iscI1%2Frw6",公共媒体,6.207516960079565,
2643005151	,4853059173224783	,2023-01-01 11:15:00,#农夫山泉生肖典藏#年年参加，年年抽不到,https://weibo.com/2643005151/MmgjjdwUD?refer_flag=1001030103_,七月的凌凌七,iPhone客户端,https://weibo.com/2643005151?refer_flag=1001030103_,0,0,0,七月的凌凌七,女,保护姑娘 贯彻落实！,501,88,吉林 长春,990,False,"https://tvax4.sinaimg.cn/crop.0.0.512.512.180/9d890edfly8hi3gpmv79kj20e80e80t7.jpg?KID=imgbed,tva&Expires=1710136351&ssig=%2F68qXN1bql",nan,nan,无认证
1659135241	,4853059119743430	,2023-01-01 11:15:00,#每日营销观察#2023.01.01昨天在山姆无意看到了农夫山泉的出品的橙子（见图），我孤陋寡闻对于农夫山泉做农业这件事相当的后知后觉。查了一下农夫山泉是从2007年就开始进入农业领域了，而最早涉猎的品种就是赣南脐橙，后来农夫山泉连推17.5°橙、17.5°NFC果汁、常温NFC果汁三款橙产品。可见一开始布局农业是为了给果汁饮料提供原材料，无论是出于保证品质还是控制成本的目的，后续随着规模和能力的扩大，农业逐渐成为了一个相对独立、着眼未来的业务。如果打开京东，搜索【农夫山泉生鲜旗舰店】会看到，农夫山泉会有东北香米、赣南脐橙、阿克苏苹果、新疆西梅等不同季节和产地的水果。农夫山泉做农业这件事虽然在整体收入里可以忽略不计甚至短期看更多的是投入（看了下半年报），但好像又特别合适也合情合理。1.用好渠道资源，卖水的企业最强的就是渠道资源无论线上线下，而这种渠道一旦建立起来，卖水果自然不在话下，相较于竞品会有成本和规模优势。2.品牌的相互加持，用农夫山泉的品牌能力把水果从产地品牌变成单果品牌，而这种单果品牌在水果中又算是高端的，能够提升农夫山泉以水为主的品牌印象和认知，并且又反过来给饮品高端化提供了原材料的品质保证的基础。3.农业算是未来产业发展的共识方向，既有长远的经济价值又有现实的政治意义，但需要长期的、持续的投入，中国首富来做，一个叫“农夫”山泉的品牌来做好像还真的特别合适。收起d,https://weibo.com/1659135241/MmgjdESI6?refer_flag=1001030103_,纪旺希,iPhone 14 Pro Max,https://weibo.com/1659135241?refer_flag=1001030103_,0,0,0,纪旺希,男,跃入人海，保持孤独。,587,1416,广东 广州,2494,False,"https://tvax3.sinaimg.cn/crop.0.0.512.512.180/62e46509ly8fw0i1assi8j20e80e8gly.jpg?KID=imgbed,tva&Expires=1710136352&ssig=dXzEntHmMw",nan,nan,无认证
7779510606	,4853058292683761	,2023-01-01 11:12:00,#赵露思说把年过大##赵露思说把年过大#💜💜一露有你，情思不变。我爱的女孩赵字开头，露字居中，思字结尾，山外青外楼，我家露思最温柔。超甜爱豆露思💜四川美妞露思💜优雅可爱露思🍭可盐可甜露思☁美丽大方露思🌈迷迷糊糊露思🐰开朗爱笑露思🌸才华横溢露思🌙超强大脑就可以✨超级宠粉露思💘未来可期露思👑神仙颜值露思✨💜人间理想露思✨💜温柔体贴露思✨💜治愈微笑露思✨💜深得我心露思✨💜星辰皓月露思✨💜金光闪闪露思✨💜一见钟情露思✨💜宝藏女孩露思✨💜农夫山泉有点甜，不爱露思特别悬！古有西施万人迷，今有露思无人敌！露思累了就回头，可露丽永在你身后！永生永世，唯爱露思！💜💜💜💜💜💜💜💜💜收起d,https://weibo.com/7779510606/MmghTbgat?refer_flag=1001030103_,露思的琦琦鸭,OPPO A72 5G,https://weibo.com/7779510606?refer_flag=1001030103_,0,0,0,露思的琦琦鸭,女,@赵露思的微博 小朋友在荧幕上闪闪发光✨她说：“所有的遗憾都是惊喜的铺垫。惊喜🎁源自于她自身的努力青年演员赵露思💜💜,1111,1314,北京,7630,False,"https://tvax1.sinaimg.cn/crop.1.0.1078.1078.180/008uu25wly8hnjxozv648j30u00tywgw.jpg?KID=imgbed,tva&Expires=1710136353&ssig=TaCX1RSidM",nan,nan,无认证
